EA,CLS,SENT,ASP
DISPLAY#QUALITY,0,the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( i prefer it dark ) or if you can crank up the brightness .,quality
DISPLAY#USABILITY,0,the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me ( i prefer it dark ) or if you can crank up the brightness .,usability
BATTERY#OPERATION_PERFORMANCE,-1,the statement of 7 hour battery life is not just mere exaggeration -- it 's a lie .,performance
BATTERY#OPERATION_PERFORMANCE,-1,i challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it .,performance
BATTERY#OPERATION_PERFORMANCE,-1,the first full charge of this battery got me only about 2 full hours .,performance
BATTERY#MISCELLANEOUS,-1,enabling the battery timer is useless .,miscellaneous
BATTERY#MISCELLANEOUS,-1,the `` time remaining '' goes from 4 hours plus to less than 2 hours over the span of about 10 minutes .,miscellaneous
BATTERY#MISCELLANEOUS,-1,it 's so bad that i 'm thinking i only got half a battery or something .,miscellaneous
BATTERY#OPERATION_PERFORMANCE,-1,i know what 7 hrs of battery looks like .,performance
LAPTOP#QUALITY,1,my only other complaint is that it gets really hot . : - ),quality
BATTERY#OPERATION_PERFORMANCE,-1,"if you buy this - do n't go into it expecting 7 hrs of battery life , and you 'll be perfectly satisfied .",performance
LAPTOP#GENERAL,1,"if you buy this - do n't go into it expecting 7 hrs of battery life , and you 'll be perfectly satisfied .",general
LAPTOP#GENERAL,1,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .",general
CPU#MISCELLANEOUS,0,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .",miscellaneous
LAPTOP#DESIGN_FEATURES,-1,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .",design
LAPTOP#USABILITY,-1,"the pro is a great product , i wish that the 13 inch models came with the intel i processors and had a more comfortable edge ( the edges hurt my wrists ) .",usability
LAPTOP#OPERATION_PERFORMANCE,1,other than that its a great performing machine and well meets all my needs and more .,performance
LAPTOP#GENERAL,1,other than that its a great performing machine and well meets all my needs and more .,general
LAPTOP#GENERAL,1,great product by apple with the new great looking design .,general
LAPTOP#DESIGN_FEATURES,1,great product by apple with the new great looking design .,design
COMPANY#GENERAL,1,great product by apple with the new great looking design .,general
HARD_DISC#QUALITY,-1,"i actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years ! ) only to get another `` hp/compaq '' piece of crap .",quality
MOTHERBOARD#QUALITY,-1,"i actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years ! ) only to get another `` hp/compaq '' piece of crap .",quality
OPTICAL_DRIVES#QUALITY,-1,"i actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years ! ) only to get another `` hp/compaq '' piece of crap .",quality
SUPPORT#QUALITY,-1,"i actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years ! ) only to get another `` hp/compaq '' piece of crap .",quality
LAPTOP#QUALITY,-1,"i actually had the hard drive replaced twice , the mother board once , the dvd drive twice , then they finally agreed to replace it , ( all of this in less than 1 1/2 years ! ) only to get another `` hp/compaq '' piece of crap .",quality
LAPTOP#OPERATION_PERFORMANCE,-1,"it was slow , locked up , and also had hardware replaced after only 2 months !",performance
HARDWARE#QUALITY,-1,"it was slow , locked up , and also had hardware replaced after only 2 months !",quality
LAPTOP#GENERAL,-1,"so , buyers beware !",general
LAPTOP#QUALITY,1,"it is made better , thicker , and all out tough !",quality
LAPTOP#DESIGN_FEATURES,1,"it is made better , thicker , and all out tough !",design
LAPTOP#QUALITY,1,i droped this once from thetable when my baby girl grabed me one day and it is still working with no issues !,quality
DISPLAY#USABILITY,1,"i love the easy to see screen , and it works well for work , persoal or just play .",usability
LAPTOP#MISCELLANEOUS,1,"i love the easy to see screen , and it works well for work , persoal or just play .",miscellaneous
LAPTOP#GENERAL,1,i tell everyone i see out looking to get this or another toshiba .,general
COMPANY#GENERAL,1,i tell everyone i see out looking to get this or another toshiba .,general
COMPANY#GENERAL,1,my friends or children use that when they need to borrow the net = ) when i out grow this meaning when its old and my oldest child is ready for one she will get this one and i will be buying only toshiba !,general
LAPTOP#GENERAL,1,"i just love this lap top , i just wish it were all silver or they had all black .",general
LAPTOP#DESIGN_FEATURES,0,"i just love this lap top , i just wish it were all silver or they had all black .",design
LAPTOP#DESIGN_FEATURES,-1,that is my only complaint !,design
LAPTOP#GENERAL,1,love this laptop wonderful price for what you get !,general
LAPTOP#PRICE,1,love this laptop wonderful price for what you get !,price
LAPTOP#GENERAL,1,would pay more for it if i had too !,general
LAPTOP#PRICE,1,would pay more for it if i had too !,price
LAPTOP#GENERAL,1,i recently purchased the mini and absolutely love it !,general
LAPTOP#MISCELLANEOUS,1,it meets all my needs for work and pleasure while traveling .,miscellaneous
LAPTOP#PORTABILITY,1,it meets all my needs for work and pleasure while traveling .,portability
LAPTOP#GENERAL,1,i am totally satisfied with my little toshie !,general
LAPTOP#GENERAL,1,from the moment i opened the box to the present it has been a great joy .,general
LAPTOP#QUALITY,1,"it is always reliable , never bugged and responds well .",quality
LAPTOP#OPERATION_PERFORMANCE,1,"it is always reliable , never bugged and responds well .",performance
OS#GENERAL,1,i love the operating system and the preloaded software .,general
SOFTWARE#GENERAL,1,i love the operating system and the preloaded software .,general
LAPTOP#OPERATION_PERFORMANCE,1,this machine delivers .,performance
LAPTOP#DESIGN_FEATURES,1,it is also extremely pleasing to the eyes without looking too much like an alienware gaming machine .,design
LAPTOP#DESIGN_FEATURES,-1,it is a bit heavy .,design
LAPTOP#PORTABILITY,-1,it would be a load on long trips where a lot of walking is required .,portability
LAPTOP#DESIGN_FEATURES,-1,had some trouble finding a case that it would fit in .,design
LAPTOP#DESIGN_FEATURES,-1,"this is an over-sized , 18-inch laptop .",design
LAPTOP#PORTABILITY,-1,it would n't fit in most 17-inch bags .,portability
KEYBOARD#DESIGN_FEATURES,-1,i was disappointed when i realized that the keyboard does n't light up on this model .,design
LAPTOP#DESIGN_FEATURES,-1,it also does not have bluetooth .,design
LAPTOP#DESIGN_FEATURES,-1,you 'll need to upgrade and pay a little more for them .,design
LAPTOP#DESIGN_FEATURES,-1,"i was looking too closely at the other performance specs and while comparing , i took it for granted that these features were standard .",design
LAPTOP#GENERAL,1,"overall , still a very nice machine .",general
LAPTOP#OPERATION_PERFORMANCE,1,boots up fast and runs great !,performance
LAPTOP#GENERAL,1,i 'm pleased .,general
LAPTOP#GENERAL,1,the acer one compuer is a great computer .,general
LAPTOP#GENERAL,1,i did n't want to buy a generic brand computer but it is really nice .,general
COMPANY#GENERAL,0,i did n't want to buy a generic brand computer but it is really nice .,general
LAPTOP#OPERATION_PERFORMANCE,1,"its fast , has high definition quality in the videos .",performance
DISPLAY#QUALITY,1,"its fast , has high definition quality in the videos .",quality
DISPLAY#QUALITY,1,the pictures are clear as can be .,quality
LAPTOP#GENERAL,1,"if i had to buy another computer , i would most definetly buy an acer one computer .",general
COMPANY#GENERAL,1,"if i had to buy another computer , i would most definetly buy an acer one computer .",general
LAPTOP#GENERAL,1,"heck , if i had enough ' money , i would but it as a gift for someone .",general
LAPTOP#DESIGN_FEATURES,1,im glad that it has such great features in it .,design
LAPTOP#DESIGN_FEATURES,1,it also came with a built it web cam which is great because i can see an communicate with my family members back home .,design
DISPLAY#QUALITY,1,clear picture on it and everything .,quality
LAPTOP#OPERATION_PERFORMANCE,-1,"the one down side to it is that when i play a certin game on here , it tends to freeze up sometimes , but thats the only bad thing about this computer .",performance
LAPTOP#GENERAL,1,"the one down side to it is that when i play a certin game on here , it tends to freeze up sometimes , but thats the only bad thing about this computer .",general
DISPLAY#DESIGN_FEATURES,1,"the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it , but i like the big screen on it .",design
LAPTOP#PORTABILITY,-1,"the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it , but i like the big screen on it .",portability
LAPTOP#MISCELLANEOUS,1,its good for playing my apps on facebook or watching movies .,miscellaneous
LAPTOP#GENERAL,1,im very happy with this computer !,general
LAPTOP#QUALITY,1,it 's solid .,quality
SOFTWARE#OPERATION_PERFORMANCE,1,love the stability of the mac software and operating system .,performance
OS#OPERATION_PERFORMANCE,1,love the stability of the mac software and operating system .,performance
SOFTWARE#USABILITY,-1,the only downfall is a lot of the software i have wo n't work with mac and iwork is not worth the price of it .,usability
SOFTWARE#GENERAL,-1,the only downfall is a lot of the software i have wo n't work with mac and iwork is not worth the price of it .,general
SOFTWARE#PRICE,-1,the only downfall is a lot of the software i have wo n't work with mac and iwork is not worth the price of it .,price
SOFTWARE#USABILITY,-1,it seems to be incompatible with everything else .,usability
LAPTOP#GENERAL,1,but the machine is awesome and ilife is great and i love snow leopard x .,general
SOFTWARE#GENERAL,1,but the machine is awesome and ilife is great and i love snow leopard x .,general
OS#GENERAL,1,but the machine is awesome and ilife is great and i love snow leopard x .,general
LAPTOP#GENERAL,1,i love to use it it is esay and light .,general
LAPTOP#USABILITY,1,i love to use it it is esay and light .,usability
LAPTOP#DESIGN_FEATURES,1,i love to use it it is esay and light .,design
LAPTOP#QUALITY,1,this laptop is durable and it is easy to travel with .,quality
LAPTOP#PORTABILITY,1,this laptop is durable and it is easy to travel with .,portability
LAPTOP#PORTABILITY,1,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria .,portability
LAPTOP#MISCELLANEOUS,1,this laptop is great for work and doing my pictures .,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,"i am a huge computer person i love anykind of computer that works well , but when i got this one i was so happy with the way it works and how it runs its amazing .",performance
SOFTWARE#USABILITY,1,the programs are esay to use and are quick to process this computer works like a charm .,usability
SOFTWARE#OPERATION_PERFORMANCE,1,the programs are esay to use and are quick to process this computer works like a charm .,performance
LAPTOP#OPERATION_PERFORMANCE,1,the programs are esay to use and are quick to process this computer works like a charm .,performance
LAPTOP#GENERAL,1,i can use it for all of my needs .,general
LAPTOP#GENERAL,1,i give this laptop a five star review i love it and it has done chams for me .,general
LAPTOP#GENERAL,1,if this computer every breaks down on me i will most definatly get the same one again .,general
LAPTOP#QUALITY,1,i think that anyone looking for a good durrable laptop then this is the way to go .,quality
LAPTOP#GENERAL,1,i think that anyone looking for a good durrable laptop then this is the way to go .,general
LAPTOP#GENERAL,1,from the second you open the box you will fall in love with this computer !,general
OS#OPERATION_PERFORMANCE,1,the os is still as fast as the day that the laptop was purchased and continues to run flawlessly .,performance
OS#QUALITY,1,the os is still as fast as the day that the laptop was purchased and continues to run flawlessly .,quality
MOUSE#DESIGN_FEATURES,1,"the track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking apple !",design
MOUSE#USABILITY,1,"the track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking apple !",usability
COMPANY#GENERAL,1,"the track pad to me is what really stands out though , you can do several different things with it just depending on how many fingers you use on the track pad , awesome thinking apple !",general
OS#USABILITY,1,"the os is also very user friendly , even for those that switch from a pc , with a little practice you can take full advantage of this os !",usability
COMPANY#GENERAL,1,apple continues to shine and provide a much more enjoyable computer experience !,general
LAPTOP#GENERAL,1,apple continues to shine and provide a much more enjoyable computer experience !,general
LAPTOP#GENERAL,1,"from the start , when you open the box you see a completely different class of machine .",general
LAPTOP#USABILITY,1,the ease in which you set everything up is such that a child could do it .,usability
DISPLAY#QUALITY,1,"the screen is bright and clear , the operating system is solid and friendly to a novice .",quality
OS#QUALITY,1,"the screen is bright and clear , the operating system is solid and friendly to a novice .",quality
OS#USABILITY,1,"the screen is bright and clear , the operating system is solid and friendly to a novice .",usability
LAPTOP#OPERATION_PERFORMANCE,1,"fast , fast and fast , the web pages just fly by .",performance
LAPTOP#USABILITY,1,"i had my iworks , itunes , email , ms office , network and printers set up and completely working perfectly within an hour .",usability
LAPTOP#CONNECTIVITY,1,"i had my iworks , itunes , email , ms office , network and printers set up and completely working perfectly within an hour .",connectivity
LAPTOP#OPERATION_PERFORMANCE,1,"i had my iworks , itunes , email , ms office , network and printers set up and completely working perfectly within an hour .",performance
LAPTOP#USABILITY,1,that includes transferring my music and movies .,usability
LAPTOP#OPERATION_PERFORMANCE,1,good bye blue screen and critical errors ! ! ! !,performance
SOFTWARE#GENERAL,1,skype is just so dang cool with this machine too .,general
LAPTOP#USABILITY,1,"if your time is worth anything to you , if you are tired of rebooting , reformatting , reinstalling , trying to find drivers , if you want a computer to work for you for a change , make the change to this computer .",usability
LAPTOP#OPERATION_PERFORMANCE,1,"if your time is worth anything to you , if you are tired of rebooting , reformatting , reinstalling , trying to find drivers , if you want a computer to work for you for a change , make the change to this computer .",performance
LAPTOP#DESIGN_FEATURES,1,it is light and the battery last a very long time .,design
BATTERY#OPERATION_PERFORMANCE,1,it is light and the battery last a very long time .,performance
LAPTOP#OPERATION_PERFORMANCE,1,very fast boot up and shut down .,performance
LAPTOP#GENERAL,1,"let me tell you , this machine is great .",general
LAPTOP#MISCELLANEOUS,1,"purchased for development purposes , but it has turned into my everyday laptop as well for surfing , e-mail , etc .",miscellaneous
OS#USABILITY,1,"i thought learning the mac os would be hard , but it is easily picked up if you are familiar with a pc .",usability
LAPTOP#OPERATION_PERFORMANCE,1,the most amazing part to me as a pc user is the startup and shutdown times - and the fact that you very rarely have to restart the thing .,performance
LAPTOP#OPERATION_PERFORMANCE,1,the only time i have restarted is during system updates .,performance
LAPTOP#GENERAL,1,great machine if you want to drop the cash for one .,general
LAPTOP#GENERAL,1,"ok , this is probably the best laptop series ever devised by apple .",general
LAPTOP#QUALITY,1,the case is carved out of a single block of aluminum .,quality
CPU#OPERATION_PERFORMANCE,1,"the processor screams , and because of the unique way that apple osx 16 functions , most of the graphics are routed through the hardware rather than the software .",performance
OS#OPERATION_PERFORMANCE,1,"the processor screams , and because of the unique way that apple osx 16 functions , most of the graphics are routed through the hardware rather than the software .",performance
GRAPHICS#DESIGN_FEATURES,1,"the processor screams , and because of the unique way that apple osx 16 functions , most of the graphics are routed through the hardware rather than the software .",design
LAPTOP#GENERAL,1,i have recommended this laptop to everyone i know who is buying one .,general
LAPTOP#GENERAL,1,"i like it so much , i bought another just for my wife .",general
LAPTOP#QUALITY,-1,took it back as it was defective .,quality
LAPTOP#OPERATION_PERFORMANCE,-1,page just disapeared after you got yahoo or downloaded something .,performance
LAPTOP#OPERATION_PERFORMANCE,-1,could n't keep a page up you were working on !,performance
LAPTOP#PRICE,1,was a great deal i will give that .,price
LAPTOP#OPERATION_PERFORMANCE,1,the laptop preformed pretty well .,performance
LAPTOP#OPERATION_PERFORMANCE,-1,it cant fuction well with lots of webpages open at once .,performance
LAPTOP#OPERATION_PERFORMANCE,-1,it has times were it freezes for 10 seconds and then starts again .,performance
MOUSE#OPERATION_PERFORMANCE,-1,"the mouse on the pad , the left button always sticks .",performance
MOUSE#OPERATION_PERFORMANCE,-1,the mouse is way way way to sensitve .,performance
MOUSE#OPERATION_PERFORMANCE,-1,i tried turning it done but it did nothing .,performance
MOUSE#OPERATION_PERFORMANCE,-1,the mouse jumps around all the time and it clicks stuff i dont want it too .,performance
MOUSE#USABILITY,-1,the mouse jumps around all the time and it clicks stuff i dont want it too .,usability
MOUSE#GENERAL,-1,its not bad just very very annoying .,general
LAPTOP#QUALITY,-1,think i would spend little extra to get a better made laptop .,quality
LAPTOP#GENERAL,1,i am very happy with this laptop .,general
LAPTOP#PRICE,0,for the price and what i get out of it has exceeded my expectations .,price
LAPTOP#GENERAL,1,for the price and what i get out of it has exceeded my expectations .,general
LAPTOP#OPERATION_PERFORMANCE,1,i always have used a tower home pc and jumped to the laptop and have been very satisfied with its performance .,performance
LAPTOP#QUALITY,1,amazing quality !,quality
LAPTOP#DESIGN_FEATURES,1,plus stylish .,design
DISPLAY#DESIGN_FEATURES,1,"the big screen allows you to enjoy watching movies , pictures and etc !",design
LAPTOP#MISCELLANEOUS,-1,"the flaws are , this computer is not for computer gamers because of the os x .",miscellaneous
OS#MISCELLANEOUS,-1,"the flaws are , this computer is not for computer gamers because of the os x .",miscellaneous
LAPTOP#MISCELLANEOUS,-1,mac is not made for gaming .,miscellaneous
SOFTWARE#MISCELLANEOUS,1,but there 's this application called boot camp which allows you to add another os x like windows .,miscellaneous
LAPTOP#QUALITY,-1,"second , it gets scratches easily and when it gets old some thing may operated",quality
LAPTOP#OPERATION_PERFORMANCE,-1,"second , it gets scratches easily and when it gets old some thing may operated",performance
SOFTWARE#GENERAL,-1,was not happy with one of the programs on it .,general
SOFTWARE#MISCELLANEOUS,-1,"it was not clear that the microsoft student edition that was loaded on the computer , was a six month trial .",miscellaneous
WARRANTY#GENERAL,-1,"also , the extended warranty was a problem .",general
WARRANTY#MISCELLANEOUS,-1,the extended warranty for the $ 4000 and up computers was the only one available for purchase on the drop drown menu .,miscellaneous
LAPTOP#USABILITY,1,"overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",usability
DISPLAY#GENERAL,1,"overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",general
LAPTOP#GENERAL,1,"overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",general
LAPTOP#PRICE,1,i finally decided on this laptop because it was the right price for what i need it .,price
LAPTOP#GENERAL,1,i finally decided on this laptop because it was the right price for what i need it .,general
LAPTOP#DESIGN_FEATURES,-1,"i did think it had a camera because that was one of my requirements , but forgot to check in the specifications on this one before i purchased .",design
LAPTOP#DESIGN_FEATURES,-1,so i 'm disappointed in that because communicating with my relatives out of the area is a priority .,design
COMPANY#GENERAL,0,i just hope the reputation that toshiba has is true and i wo n't have to worry about a crash .,general
LAPTOP#GENERAL,-1,i bought this emachines notebook pc in january of this year and i am highly dissatisfied with it .,general
SOFTWARE#OPERATION_PERFORMANCE,-1,the internet explorer was very slow from the very beginning .,performance
SOFTWARE#OPERATION_PERFORMANCE,-1,"it freezes , and it always shows that there is an error , so i have to restart it a few times every time i use it .",performance
SOFTWARE#OPERATION_PERFORMANCE,-1,i tried to upgrade it to a newer version a couple of months ago and i still have the same problem .,performance
SOFTWARE#OPERATION_PERFORMANCE,-1,"well , i started using google chrome , which is a little better , but it freezes too sometimes .",performance
LAPTOP#OPERATION_PERFORMANCE,-1,"this notebook restarts every time there is a new update , so if you do n't save your files and information , everything will be lost .",performance
BATTERY#GENERAL,-1,another issue i have with it is the battery .,general
BATTERY#OPERATION_PERFORMANCE,-1,maybe three or four months ago it started blinking all of the sudden .,performance
BATTERY#OPERATION_PERFORMANCE,-1,"there is a small red circle next to it with a x in the middle , and when i click on it it says : `` consider replacing your battery '' and it does not hold full charge .",performance
BATTERY#QUALITY,-1,"there is a small red circle next to it with a x in the middle , and when i click on it it says : `` consider replacing your battery '' and it does not hold full charge .",quality
LAPTOP#QUALITY,-1,"it is not even a year old yet , so i would definitely not recommend it to anyone .",quality
LAPTOP#GENERAL,-1,"it is not even a year old yet , so i would definitely not recommend it to anyone .",general
LAPTOP#GENERAL,-1,do n't waste your money !,general
LAPTOP#GENERAL,1,the laptop is gorgeous .,general
LAPTOP#DESIGN_FEATURES,1,"it is sleek , smooth , and lightweight .",design
LAPTOP#OPERATION_PERFORMANCE,1,"it is sleek , smooth , and lightweight .",performance
LAPTOP#PORTABILITY,1,it is easily portable and i take it everywhere i go and might require internet access .,portability
DISPLAY#DESIGN_FEATURES,1,the screen is very large and crystal clear with amazing colors and resolution .,design
DISPLAY#QUALITY,1,the screen is very large and crystal clear with amazing colors and resolution .,quality
CPU#OPERATION_PERFORMANCE,1,the processor is very quick and effective as i load webpages and applications .,performance
LAPTOP#QUALITY,1,it is quiet and a real joy to watch work .,quality
LAPTOP#OPERATION_PERFORMANCE,1,it is quiet and a real joy to watch work .,performance
LAPTOP#GENERAL,1,i love it and will probably get another one when this goes to the laptop in the sky ! !,general
LAPTOP#GENERAL,1,overall this laptop is great .,general
MEMORY#DESIGN_FEATURES,1,"it has plenty of memory , lots of hard drive , and great graphics .",design
HARD_DISC#DESIGN_FEATURES,1,"it has plenty of memory , lots of hard drive , and great graphics .",design
GRAPHICS#GENERAL,1,"it has plenty of memory , lots of hard drive , and great graphics .",general
LAPTOP#QUALITY,1,it runs very quiet too which is a plus .,quality
BATTERY#GENERAL,-1,the only bad thing about it is they give you the worst batteries possible .,general
BATTERY#OPERATION_PERFORMANCE,-1,they only stay charged a little over an hour .,performance
BATTERY#GENERAL,-1,"laptops are usually used on the go , so why not give you a better battery ?",general
CPU#OPERATION_PERFORMANCE,-1,the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing .,performance
CPU#MISCELLANEOUS,-1,the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing .,miscellaneous
LAPTOP#DESIGN_FEATURES,-1,the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv .,design
LAPTOP#CONNECTIVITY,-1,the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv .,connectivity
LAPTOP#QUALITY,-1,it is a cheap throw together .,quality
LAPTOP#GENERAL,-1,save your money and go for a better device .,general
LAPTOP#PRICE,1,this laptop is a great price and has a sleek look .,price
LAPTOP#DESIGN_FEATURES,1,this laptop is a great price and has a sleek look .,design
LAPTOP#OPERATION_PERFORMANCE,1,runs smooth and quick .,performance
LAPTOP#DESIGN_FEATURES,-1,"i wish it had a webcam though , then it would be perfect !",design
LAPTOP#GENERAL,1,"i wish it had a webcam though , then it would be perfect !",general
LAPTOP#GENERAL,1,i love my new computer !,general
LAPTOP#OPERATION_PERFORMANCE,1,its fast and another thing i like is that it has three usb ports .,performance
LAPTOP#DESIGN_FEATURES,1,its fast and another thing i like is that it has three usb ports .,design
LAPTOP#MISCELLANEOUS,1,i love to write and play with graphics and html programming and my new toshiba works great on both !,miscellaneous
LAPTOP#GENERAL,1,thank you for your great product !,general
COMPANY#GENERAL,1,thank you for your great product !,general
LAPTOP#USABILITY,1,everything about this computer is easy to use .,usability
LAPTOP#DESIGN_FEATURES,1,wonderful features .,design
BATTERY#OPERATION_PERFORMANCE,-1,the only thing is that the battery wo n't last more than 1/2 an hour .,performance
BATTERY#OPERATION_PERFORMANCE,-1,it discharges too quickly .,performance
LAPTOP#GENERAL,1,"kind of annoying , but i still love the laptop .",general
LAPTOP#OPERATION_PERFORMANCE,1,it has good speed and plenty of hard drive space .,performance
HARD_DISC#DESIGN_FEATURES,1,it has good speed and plenty of hard drive space .,design
MULTIMEDIA_DEVICES#GENERAL,-1,the only downfall is the volume control .,general
MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,-1,the wheel that turns the volume up and down does n't work in real time .,performance
MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,-1,i have to keep turning it until it decides to lower and there is no mute .,performance
MULTIMEDIA_DEVICES#USABILITY,-1,i have to keep turning it until it decides to lower and there is no mute .,usability
MULTIMEDIA_DEVICES#DESIGN_FEATURES,-1,i have to keep turning it until it decides to lower and there is no mute .,design
LAPTOP#GENERAL,1,i bought my macbook a few months ago and it has been my baby ever since .,general
LAPTOP#GENERAL,1,i love it so much .,general
LAPTOP#MISCELLANEOUS,1,"it has come into good use for my finances , scheduling , my parents business expenses , and it is definitely amazing for gaming .",miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,"the best thing is even while doing almost ten or twenty things at once , it never slows down .",performance
LAPTOP#OPERATION_PERFORMANCE,1,it 's just as fast with one program open as it is with sixteen open .,performance
LAPTOP#OPERATION_PERFORMANCE,1,it works exactly like it did the day i took it out of the box .,performance
LAPTOP#QUALITY,1,it works exactly like it did the day i took it out of the box .,quality
LAPTOP#GENERAL,1,great investment !,general
LAPTOP#PRICE,1,the price and features more than met my needs .,price
LAPTOP#DESIGN_FEATURES,1,the price and features more than met my needs .,design
LAPTOP#DESIGN_FEATURES,1,the feature are good enough for what i need .,design
LAPTOP#GENERAL,1,i love my macbook pro !,general
LAPTOP#GENERAL,1,my laptop is almost 2yrs old and i have never had any problems with it .,general
LAPTOP#MISCELLANEOUS,1,if you are a pc user looking to convert i would highly recommend it !,miscellaneous
LAPTOP#USABILITY,-1,it may take a little getting used to but you do n't have to worry about viruses or other headaches .,usability
LAPTOP#QUALITY,1,it may take a little getting used to but you do n't have to worry about viruses or other headaches .,quality
LAPTOP#DESIGN_FEATURES,1,not to mention the fact that your mac comes fully loaded with all necessary basic programs .,design
SOFTWARE#GENERAL,1,i am addicted to photo booth !,general
SOFTWARE#GENERAL,1,it is so much fun to play with .,general
SOFTWARE#MISCELLANEOUS,1,i work with kids and they love making short videos on there .,miscellaneous
SOFTWARE#USABILITY,1,"i am able to organize my pics , music and files easily .",usability
LAPTOP#GENERAL,1,if you have any creativity in you do yourself a favor and get a mac !,general
COMPANY#GENERAL,1,if you have any creativity in you do yourself a favor and get a mac !,general
KEYBOARD#GENERAL,1,i love the keyboard .,general
DISPLAY#GENERAL,1,the display is awesome .,general
LAPTOP#DESIGN_FEATURES,0,only thing i would want to add to this is an internal bluray read/write drive .,design
LAPTOP#DESIGN_FEATURES,1,but other than that i am blown away by all the features this laptop offers .,design
LAPTOP#QUALITY,-1,i think this computer is super lame .,quality
LAPTOP#GENERAL,-1,i dont understand how anyone can think this is a great product worth purchasing .,general
LAPTOP#QUALITY,-1,i decided to get this pile of crap on a whim and totally freaking regret it .,quality
LAPTOP#GENERAL,-1,it doesnt work worth a damn .,general
DISPLAY#GENERAL,-1,the display is beyond horrible .,general
DISPLAY#USABILITY,-1,i can not even read what i am writing half of the time .,usability
LAPTOP#GENERAL,-1,"there are so many things wrong with this product , it just makes me want to set my self on fire !",general
LAPTOP#GENERAL,-1,i would totally recommend any other laptop over this pile of grabage .,general
HARD_DISC#DESIGN_FEATURES,-1,not to mention it has shit gigs .,design
HARD_DISC#DESIGN_FEATURES,-1,i could not even put my entire music collection on this garabage .,design
HARD_DISC#DESIGN_FEATURES,-1,do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop .,design
LAPTOP#QUALITY,-1,"i bought this last week , and the very next day had to return it because it over heated and the touch-mouse stopped responding .",quality
MOUSE#OPERATION_PERFORMANCE,-1,"i bought this last week , and the very next day had to return it because it over heated and the touch-mouse stopped responding .",performance
LAPTOP#QUALITY,-1,"got another 1 , and same issue .",quality
LAPTOP#GENERAL,-1,i am taking back today .,general
LAPTOP#GENERAL,-1,do n't waste your money or time .,general
LAPTOP#GENERAL,-1,"very dissappointed becase i have had toshibas for years , and never a issue .",general
COMPANY#GENERAL,1,"very dissappointed becase i have had toshibas for years , and never a issue .",general
LAPTOP#OPERATION_PERFORMANCE,-1,stopped booting up less than a week after my one-year warranty was up .,performance
LAPTOP#QUALITY,-1,stopped booting up less than a week after my one-year warranty was up .,quality
SUPPORT#QUALITY,-1,toshiba knows there is a manufacturing defect but will not acknowledge it .,quality
LAPTOP#QUALITY,-1,"apparently there is a manufacturing defect , something with the amount of thermal paste .",quality
SUPPORT#QUALITY,-1,toshiba will not acknowledge this problem .,quality
SUPPORT#QUALITY,-1,"when i called toshiba , they would not do anything and even tried to charge me $ 35 for the phone call , even though they did n't offer any technical support .",quality
SUPPORT#PRICE,-1,"when i called toshiba , they would not do anything and even tried to charge me $ 35 for the phone call , even though they did n't offer any technical support .",price
OS#GENERAL,-1,i loved the netbook ( minus the fact that it was windows os ) until this started happening .,general
LAPTOP#GENERAL,-1,i loved the netbook ( minus the fact that it was windows os ) until this started happening .,general
COMPANY#GENERAL,-1,"but if you ca n't make your product last more than a year , you will not get my business again .",general
LAPTOP#QUALITY,-1,"but if you ca n't make your product last more than a year , you will not get my business again .",quality
